Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
hCoV-19/USA/NY-NYUMC91/2020,EPI_ISL_421592,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-PV09019/2020,EPI_ISL_421594,GISAID, ,Complete,29709,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,United States / New York / Staten Island,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09020/2020,EPI_ISL_421595,GISAID, ,Complete,29694,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Nassau County,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09021/2020,EPI_ISL_421596,GISAID, ,Complete,29724,High,0/0/6/0/NO,Homo Sapiens,2020-03-21,United States / New York / Staten Island,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09023/2020,EPI_ISL_421597,GISAID, ,Complete,29711,High,0/0/10/0/NO,Homo Sapiens,2020-03-21,United States / New York / Brooklyn,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09025/2020,EPI_ISL_421598,GISAID, ,Complete,29724,High,0/0/10/0/NO,Homo Sapiens,2020-03-21,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09028/2020,EPI_ISL_421599,GISAID, ,Complete,29704,High,0/0/9/0/NO,Homo Sapiens,2020-03-21,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09029/2020,EPI_ISL_421600,GISAID, ,Complete,29720,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09032/2020,EPI_ISL_421602,GISAID, ,Complete,29726,High,0/0/6/0/NO,Homo Sapiens,2020-03-21,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09037/2020,EPI_ISL_421603,GISAID, ,Complete,29696,High,0/0/8/0/NO,Homo Sapiens,2020-03-21,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09039/2020,EPI_ISL_421604,GISAID, ,Complete,29716,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,United States / New York / Bronx,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09043/2020,EPI_ISL_421606,GISAID, ,Complete,29715,High,0/0/6/0/NO,Homo Sapiens,2020-03-21,United States / New York / Brooklyn,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09044/2020,EPI_ISL_421607,GISAID, ,Complete,29712,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,United States / New York / Bronx,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09046/2020,EPI_ISL_421608,GISAID, ,Complete,29724,High,0/0/9/0/NO,Homo Sapiens,2020-03-21,United States / New York / Nassau County,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09056/2020,EPI_ISL_421611,GISAID, ,Complete,29719,High,0/0/6/0/NO,Homo Sapiens,2020-03-21,United States / New York / Nassau County,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09060/2020,EPI_ISL_421612,GISAID, ,Complete,29712,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09061/2020,EPI_ISL_421613,GISAID, ,Complete,29722,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Bronx,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09063/2020,EPI_ISL_421614,GISAID, ,Complete,29701,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09064/2020,EPI_ISL_421615,GISAID, ,Complete,29700,High,0/0/9/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09067/2020,EPI_ISL_421616,GISAID, ,Complete,29724,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09068/2020,EPI_ISL_421617,GISAID, ,Complete,29723,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NJ-PV09072/2020,EPI_ISL_421619,GISAID, ,Complete,29715,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New Jersey / Hudson County,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09073/2020,EPI_ISL_421620,GISAID, ,Complete,29724,High,0/0/8/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09075/2020,EPI_ISL_421621,GISAID, ,Complete,29717,High,"0/0/10/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09077/2020,EPI_ISL_421623,GISAID, ,Complete,29710,High,0/0/8/0/NO,Homo Sapiens,2020-03-20,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09079/2020,EPI_ISL_421624,GISAID, ,Complete,29726,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09087/2020,EPI_ISL_421627,GISAID, ,Complete,29702,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09090/2020,EPI_ISL_421629,GISAID, ,Complete,29723,High,0/0/6/0/NO,Homo Sapiens,2020-03-19,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09092/2020,EPI_ISL_421630,GISAID, ,Complete,29723,High,0/0/10/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09097/2020,EPI_ISL_421631,GISAID, ,Complete,29714,High,0/0/9/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09098/2020,EPI_ISL_421632,GISAID, ,Complete,29694,High,0/0/10/0/NO,Homo Sapiens,2020-03-19,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09099/2020,EPI_ISL_421633,GISAID, ,Complete,29714,High,0/0/4/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09102/2020,EPI_ISL_421634,GISAID, ,Complete,29724,High,0/0/6/0/NO,Homo Sapiens,2020-03-21,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09103/2020,EPI_ISL_421635,GISAID, ,Complete,29709,High,0/0/8/0/NO,Homo Sapiens,2020-03-21,United States / New York / Manhattan,MSHS Clinical Microbiology Laboratories,2020-04-09,MSHS Pathogen Surveillance Program
SARS-CoV-2/human/USA/UNC_200191/2020,MT308702,GenBank, ,Complete,29834,High,0/0/6/0/NO,Homo sapiens,2020-04,United States / NC, ,2020-04-07,"Microbiology and Immunology, University of North Carolina, 450 West Drive, Chapel Hill, NC 27514, USA"
SARS-CoV-2/human/USA/UNC_200181/2020,MT308703,GenBank, ,Complete,29834,High,0/0/12/0/NO,Homo sapiens,2020-04,United States / NC, ,2020-04-07,"Microbiology and Immunology, University of North Carolina, 450 West Drive, Chapel Hill, NC 27514, USA"
SARS-CoV-2/human/USA/UNC_200189/2020,MT308704,GenBank, ,Complete,29834,High,15/0/8/0/NO,Homo sapiens,2020-04,United States / NC, ,2020-04-07,"Microbiology and Immunology, University of North Carolina, 450 West Drive, Chapel Hill, NC 27514, USA"
hCoV-19/Australia/NSWID930/2020,EPI_ISL_421636,GISAID, ,Complete,29842,High,0/0/9/0/NO,Homo Sapiens,2020-03-26,Australia / New South Wales / Tweed Heads,Pathology North,2020-04-09,Public Health Virology Laboratory
hCoV-19/Taiwan/144/2020,EPI_ISL_421641,GISAID, ,Complete,29864,High,"0/0/11/0/10~13(4-2-0.50,SNP:10; SNP:13) 29845~29846(2-2-1.00,SNP:29845; SNP:29846)",Homo Sapiens,2020-03-19,China / Taiwan / Taipei,"Centers for Disease Control, R.O.C. (Taiwan)",2020-04-09,"Centers for Disease Control, R.O.C. (Taiwan)"
hCoV-19/Taiwan/225/2020,EPI_ISL_421651,GISAID, ,Complete,29862,High,"0/0/11/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,China / Taiwan / Taipei,"Centers for Disease Control, R.O.C. (Taiwan)",2020-04-09,"Centers for Disease Control, R.O.C. (Taiwan)"
hCoV-19/Latvia/0001/2020,EPI_ISL_421653,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-25,Latvia,E. Gulbja Laboratorija,2020-04-09,Latvian Biomedical Research and Study Centre
hCoV-19/Latvia/0002/2020,EPI_ISL_421654,GISAID, ,Complete,29900,High,0/0/7/1/NO,Homo sapiens,2020-03-25,Latvia,E. Gulbja Laboratorija,2020-04-09,Latvian Biomedical Research and Study Centre
hCoV-19/Latvia/0003/2020,EPI_ISL_421655,GISAID, ,Complete,29903,High,0/0/3/0/NO,Homo sapiens,2020-03-25,Latvia,E. Gulbja Laboratorija,2020-04-09,Latvian Biomedical Research and Study Centre
hCoV-19/Latvia/0004/2020,EPI_ISL_421656,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo sapiens,2020-03-25,Latvia,E. Gulbja Laboratorija,2020-04-09,Latvian Biomedical Research and Study Centre
hCoV-19/USA/OSUP0109/2020,EPI_ISL_421660,GISAID, ,Complete,29903,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-04-01,United States / OHIO / COLUMBUS,The Ohio State University,2020-04-09,The Ohio State University-James Molecular Lab at Polaris
hCoV-19/India/1073/2020,EPI_ISL_421662,GISAID, ,Complete,29890,High,"0/0/11/0/9318~9320(3-2-0.67,SNP:9318; SNP:9320)",Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1093/2020,EPI_ISL_421663,GISAID, ,Complete,29890,High,0/0/11/0/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1100/2020,EPI_ISL_421664,GISAID, ,Complete,29890,High,0/0/9/0/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1104/2020,EPI_ISL_421665,GISAID, ,Complete,29890,High,0/0/14/0/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1111/2020,EPI_ISL_421666,GISAID, ,Complete,29890,High,0/0/6/0/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1115/2020,EPI_ISL_421667,GISAID, ,Complete,29890,High,0/0/8/0/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1125/2020,EPI_ISL_421668,GISAID, ,Complete,29890,High,0/0/12/1/NO,Homo sapiens,2020-03-10,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1616/2020,EPI_ISL_421669,GISAID, ,Complete,29890,High,0/0/8/0/NO,Homo sapiens,2020-03-12,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1617/2020,EPI_ISL_421670,GISAID, ,Complete,29890,High,"0/0/13/0/28253~28254(2-2-1.00,SNP:28253; SNP:28254)",Homo sapiens,2020-03-12,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1621/2020,EPI_ISL_421671,GISAID, ,Complete,29890,High,0/0/8/0/NO,Homo sapiens,2020-03-12,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/India/1644/2020,EPI_ISL_421672,GISAID, ,Complete,29890,High,0/0/8/0/NO,Homo sapiens,2020-03-12,India,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",2020-04-09,"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex"
hCoV-19/USA/OSUP0112/2020,EPI_ISL_421675,GISAID, ,Complete,29830,High,0/0/10/1/NO,Homo sapiens,2020-04-01,United States / Columbus OH,The Ohio State University Wexner Medical Center,2020-04-09,The Ohio State University James Molecular lab
hCoV-19/USA/MN124-MDH124/2020,EPI_ISL_421683,GISAID, ,Complete,29782,High,4/0/7/0/NO,Homo sapiens,2020-03-15,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN128-MDH128/2020,EPI_ISL_421684,GISAID, ,Complete,29782,High,"5/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN129-MDH129/2020,EPI_ISL_421685,GISAID, ,Complete,29782,High,4/0/6/0/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN130-MDH130/2020,EPI_ISL_421686,GISAID, ,Complete,29782,High,3/1/8/0/NO,Homo sapiens,2020-03-17,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN131-MDH131/2020,EPI_ISL_421687,GISAID, ,Complete,29782,High,3/0/6/0/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN132-MDH132/2020,EPI_ISL_421688,GISAID, ,Complete,29782,High,2/0/8/0/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN133-MDH133/2020,EPI_ISL_421689,GISAID, ,Complete,29782,High,5/0/4/0/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN134-MDH134/2020,EPI_ISL_421690,GISAID, ,Complete,29782,High,3/1/9/0/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN135-MDH135/2020,EPI_ISL_421691,GISAID, ,Complete,29779,High,6/0/1/1/NO,Homo sapiens,2020-03-16,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/MN136-MDH136/2020,EPI_ISL_421692,GISAID, ,Complete,29782,High,"4/0/9/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-17,United States / Minnesota,"Minnesota Department of Health, Public Health Laboratory",2020-04-09,"Minnesota Department of Health, Public Health Laboratory"
hCoV-19/USA/NY-NYUMC94/2020,EPI_ISL_421706,GISAID, ,Complete,29903,High,0/0/10/0/NO,Homo sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC97/2020,EPI_ISL_421709,GISAID, ,Complete,29903,High,0/0/10/0/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC98/2020,EPI_ISL_421710,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo sapiens,2020-03-18,United States / New York / Bronx,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC99/2020,EPI_ISL_421711,GISAID, ,Complete,29903,High,0/0/5/0/NO,Homo sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC102/2020,EPI_ISL_421714,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC104/2020,EPI_ISL_421716,GISAID, ,Complete,29893,High,0/0/10/1/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC105/2020,EPI_ISL_421717,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-03-18,United States / New York / Nassau County,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NJ-NYUMC106/2020,EPI_ISL_421718,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-18,United States / New Jersey,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC107/2020,EPI_ISL_421719,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo sapiens,2020-03-17,United States / New York / Nassau County,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC108/2020,EPI_ISL_421720,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC109/2020,EPI_ISL_421721,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-17,United States / New York / Nassau County,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC110/2020,EPI_ISL_421722,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NJ-NYUMC111/2020,EPI_ISL_421723,GISAID, ,Complete,29903,High,0/0/6/0/NO,Homo sapiens,2020-03-18,United States / New Jersey,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC112/2020,EPI_ISL_421724,GISAID, ,Complete,29903,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-18,United States / New York / Manhattan,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC113/2020,EPI_ISL_421725,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC114/2020,EPI_ISL_421726,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-18,United States / New York / Manhattan,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC115/2020,EPI_ISL_421727,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
